"Is the ""C"" in ""C Street"" for ""Christian Conservative"" or ""Cultlike?"" http://bit.ly/RQjpT",POLIT
"St. Pete Times known for liberal media bias; has a ""slobbering love affair"" w/ Obama Do I need 2 cancel my sub? Is USAToday any better???",POLIT
"RT @svrgn_nation: Step back are REALLY look at situation. || Tell me. Show me evidence of all this new ""communism"".",POLIT
Kristin Schall from the Socialist Party USA live on AndrewAndrew SoundSound www.evr.com! Listen Live!,POLIT
Big Government Obamaâ€™s Anti-Capitalist Policies Are Anti-Job and Therefore Anti-Recovery http://ow.ly/164qCr,POLIT
back from vacation. Check out the new post on #polanski and #feminists. http://tinyurl.com/qwjtwd #tcot #tlot #teaparty #ocra #libertarian,POLIT
A conservative Rev Wright. http://ow.ly/pQ9n,POLIT
Portugal's Socrates looks for coalition partners: Portugal's ruling Socialist government has begun preparing fo.. http://bit.ly/WboiE,POLIT
"RT @fredmaidment: Ah, yes. Government stupidity, in any political stripe, is always fun. #GOP #libertarian #fail #travel http://bit.ly/bLFH0",POLIT
"A polarized, divided, two party system is unsustainable. Not working. Whatever the conservatives say is immediately discredited.",POLIT
Jerry Falwell - The conservative elite and corporate monopolies - http://bit.ly/1388hx,POLIT
BTW Libs... the Hitler/Obama comparison=BOTH ARE SOCIALISTS. Has nothing to do with genocide. B. Frank doesn't get it! http://bit.ly/aHCA2,POLIT
Why I'm A Conservative Republican this old but it's still great http://bit.ly/di5j1,POLIT
Reuters: Palin: Ready to shake things up in New York - Sarah Palin on Thursday endorsed Conservative Party candidat... http://ow.ly/15WLQe,POLIT
"When liberals protest it's the highest form of patriotism. When conservatives protest it's ""manufactured anger"". CNN ...you're stupid.",POLIT
RT @IBDeditorials: Socialism died and was reincarnated as environmentalism. http://bit.ly/4PrC2W,POLIT
What is it about the Liberal mind that compels it to attack the messenger rather than the message? Methinks a lack of facts and evidence!,POLIT
RT@BPTBlogWhite House Characterizes Debate over Socialism as Longstanding American History - Bill Wilson http://bit.ly/sqogY,POLIT
"@jenciTN you're not allowed to be libertarian, they believe that altruism is a sin http://bit.ly/5zP89X",POLIT
Christians struggling in captive nations.....believers still dying at the hands of atheist communists,POLIT
RT @Austinstumpff Fear Of A Black President: Conservative Media Drumming Up Racial Fear http://bit.ly/OfWda #birthers #racism,POLIT
An example of not being political correctness is yelling from the rooftops : OBAMA IS A COMMUNIST! It's true so YELL it!,POLIT
ElBaradei?s Swan Song #libertarian http://bit.ly/Gv28q,POLIT
I think Ron Paul is the spokesman for libertarians and no1 can surpass that,POLIT
Crooks Catching Crooks #libertarian http://bit.ly/oqsWH,POLIT
Just Say NO to ObamaCare & Socialism http://bit.ly/IpYGS @NancyPelosi @bacaca43 @repjohnbarrow @KarlRove #tweetcongress,POLIT
RT @lotfan The son of advisor to #Iran's defeated conservative presidential candidate Mohsen Rezaie was killed in prison http://bit.ly/tKbU6,POLIT
Just when we needed another conservative voice: http://www.politico.com/news/stories/0809/26220.html #tcot #novak,POLIT
"wow. Premier Wen talked about Adam Smith's ""Invisible Hand"". A little weird coming from one of the top brass of Socialist China",POLIT
"RT @KenShepherd: Today Chris Matthews was lamenting how libertarian-friendly the public sentiment is coming, particularly on gun rights.",POLIT
Communist Obama uses people to push his communist agenda in the background!!! http://obamaisabitch.wordpress.com/,POLIT
@prognosys And guess what? It's wrong. You're such a mindless shill that you can't even tell right from wrong. Typical liberal hypocrite...,POLIT
"Liberal Smash: A Jackson, Mississippi Update: On July 6, 2009, Jackson shall welcome back the former Mayor Harve.. http://tinyurl.com/kkg4g6",POLIT
RT @southsalem O holding yr life/lives of loved ones in Chicago socialist Rationing/Death Panel Hands - No time 2 B Polite #JoeWilson #tcot,POLIT
"2 @CalebHowe Others think he's the anti-Christ. That's why liberals tend to get butts kicked in policy, we're NOT one-minded enough!",POLIT
"RT @StumpReport: Unfortunately, 4 not only the American ppl but the world, R newly elected President, as it seems, is a closet Socialist.",POLIT
Tomorrow night I guess we're going to have to educate the #p2 crowd that Jesus was NOT a liberal #tcot #ocra #sgp,POLIT
Jessie Jackson the mouth piece for douchebag liberals,POLIT
RT @JakopDalunde: ponders how anybody can be conservative in a civilization headed for destruction.,POLIT
RT @velvethammer RT @SamiShamieh It's clear now Obama has more respect 4terrorists than Americans who oppose his socialist agenda. #tcot,POLIT
RT @ResistTyranny: McCain STILL doesn't understand why he lost! Endorsed a liberal in #NY23 race #gopFAIL #tcot HAD NOTHIN 2 DO W BUSH HUH?,POLIT
Conservative Party Leader Repeats Labourâ€™s Afghanistan Lie : The British National Party http://bit.ly/1BQtY,POLIT
"RT #dvd493 Conservatives now outnumber liberals in all 50 States, says gallup poll... http://www.cnsnews.com/news...",POLIT
rt @1txsage1957 Glenn Beck Sees a Communist Under Every Rock | Video | AlterNet http://ff.im/9XUiA\\ and the slugs who are related to him...,POLIT
Better dead than Red! RT @Ladymoves Should a communist be adviseing our president? Because there is. *pHg*,POLIT
"RT @iRevolt: ""A conservative is a man who is too cowardly to fight and too fat to run."" -Elbert Hubbard #tcot",POLIT
Political Stereotypes: Conservatives - Pompous and Arrogant; Liberals - Smarmy and Arrogant.,POLIT
@jarichmond what a joke. I mean we all know the dems are the socialists.,POLIT
Meet the New Boss ... RT @TWI_news Civil Libertarians Dismayed by Patriot Amendments? http://bit.ly/2aoqEt,POLIT
Socialism tomorrow? RT @stellargirl77 What is so bad about socialism anyway?,POLIT
That's Czary! RT @tuansenangbesar Komunis and communism is 2 different things. If you haven't read economic history.,POLIT
"@LiberalTheory article by Albert Einstein, ""Why Socialism"" written in 1949, http://wattpad.com/1026. u might want to rethink ur avatar",POLIT
Liberals are stupid and you can't fix stupid!,POLIT
PAKISATAN:BEGINNING OF IDPS RETURN FROM SINDH HAS BELIED NATIONALISTS STANCE http://is.gd/1VSuk,POLIT
The Bible is apparently too liberalâ€¦. : Delaware Liberal http://bit.ly/H0k6M,POLIT
"Senate unable to reach newer deal on paying for medical care of fat liberal slobs unwilling to exercise, Al Franken named Hot Thong Czar.",POLIT
"@auctioneerist so sorry for your loss. :( I wanted to DM you, but cannot (?) - nice to know there are other conservatives in SF.",POLIT
"RT @LPIN: LPIN Podcast: 035 Ron Cenkush is first Libertarian Indiana House candidate, for 2010. http://lpin.org/node/761 #IN",POLIT
TX Gov. Perry: â€œThis is an administration hell-bent on taking America towards a socialist country.â€ http://is.gd/4TsEI,POLIT
"@pizano3 and again, I'm not just putting it out on the conservative blowhards, but we gotta start injecting reason into our own points 1st.",POLIT
"RT @glenngreenwald Revealing how conservatives hate tort & anti-discrimination laws... when used by others, not themselves http://tr.im/FaL9",POLIT
.@plomlompom Im liberalen Sinne heisst liberal nicht nur liberal: http://bit.ly/3xsRCN,POLIT
#Obama has recruited some of the most radical liberal ideologues imaginable http://bit.ly/Rtx5i #tcot #tlot #beck #healthcare #iamthemob,POLIT
"RT@johnmcmahon Colorado Progressive Voice: Iran,2 interviews, ACORN, missile defense, climate change, Afghanistan + more!-http://is.gd/3JBcM",POLIT
I wonder where the conservatives will store all of those Sarah Palin books they purchased to create the big bestseller lie? Suggestions?,POLIT
Thank you!! #tcot #tlot #cleansweep #patriot RT @esser1999: notallysonschwartz.com ...conservatives opposing Rep Allyson Schwartz D,POLIT
"RT @monikarempel: Breitbart bringing down Acorn, Hollywood liberals & embarrassing MSM http://bit.ly/2YcOmg Let truth reign! #tlot #ocra",POLIT
2 of my faves. RT @1txsage1957 Naomi Klein Interviews Michael Moore on the Perils of Capitalism http://is.gd/3Frtb,POLIT
"Liberals claim to want to give a hearing to other views, but then are shocked and offended to discover that there are other views. - WFB",POLIT
@VetsOnTheWatch Libs must hate it when conservatives take their ad-hominems and use them as proud monikers to show who we are.,POLIT
"RT @RollinsWallace: Hrtlnd GOPers as cn by the Elitist Liberals of both parties: ""Men of Constant Sorrow""until 2010 â™« http://blip.fm/~ciqoj",POLIT
"Why, because it is not socialist enough? RT @foxnewspolitics: White House Considers Drafting Its Own Health Reform Bill http://ow.ly/o9wB",POLIT
The Daily Capitalist: Cash for Clunkers = Cash for Unions: A bit of reality therapy might be in order for you Je.. http://bit.ly/4EDBb,POLIT
Greg Combet still appealing to Liberal Senators to vote for the #cprs,POLIT
The PACIFIC GATE POST: â€¢ Government vs. Capitalism http://bit.ly/E5d7E,POLIT
@harterm04 what the hell do u know about communism,POLIT
OMG GOP WTF?! Heard the latest conservative claptrap? Take quiz to benefit lefty org & get the sticker http://bit.ly/yz8wE #p2 #noisemachine,POLIT
"RT @Johnny_Doggs: Liberals, Shut ur mouth! Real American's marching on DC today. Do like ur leader and go hide! #tcot #teaparty #912",POLIT
@ohjaycee haha are all your subs on marxism and communism?,POLIT
"#follow2010 My lovely friend, @SunnyStokes Sweet. Beautiful. Freethinking. Liberal. >smooch<",POLIT
"correction for 2nites show. Kit Lang at PL 4 Lobby. Come chat energy bill, obama, liberalism, downfail of US. http://bit.ly/juBF4 Express",POLIT
Liberals only believe n free speech when they r the ones speaking. They criticize conservatives cause it reflects libs immorality.,POLIT
@julie_posetti That's because Minchin is really a zombie. My evil plan to infiltrate the Liberal party went wrong and now they... AAGGHH!,POLIT
@gilcarvr Not all libertarians. Many recognize the need for national security.,POLIT
Day-old copies of Cuba's Communist Party paper resold for next to nothing to use as toilet paper. Finally the gov't gets something right!,POLIT
how are you planning to spend the socialist holiday? http://bit.ly/p3ebG,POLIT
"Sigh.Of course the liberal chimes in.. If you think something like that is nasty , ur "" homophobic"" or "" not open minded"". @prettipancakes",POLIT
RT http://bit.ly/vQF7J BlessedRPEACE MAKERS4TheyShalBtheChildrenofGod-NonViolenceDEMOSvs. AntiChrist Obama Anarchists,POLIT
Poll: 8 in 10 Back Public Option http://bit.ly/kuPp3 Interesting: apparently 61% of Republicans are Socialists,POLIT
Evil Conservative Radio: Cap and Trade: What a Great Way to ...: search engine marketing Â· Website Traffic - Web.. http://bit.ly/4bZ6Wp,POLIT
"thinking on how much of a socialist, liberal commi I am.",POLIT
"Disunity could mean the federal wing of the Liberal Party spends years in the wilderness, Opposition frontbencher T http://t.love.com/25 ...",POLIT
"Socialism tomorrow? RT @amsiriano Why is it that nearly every time I meet someone who is dubiously disabled, that person is a socialist?",POLIT
#Digg this: Socialists: Big Losers in German Vote - Merkel Wins http://digg.com/u1DDBd #digguser [RT],POLIT
"More ""solutions"" from these idiots are the last thing I need. #tcot #hcr #libertarian #killthebill #tweetcongress",POLIT
"Don't be CCCP RT @24space48 ""Democrats Healthcare Bill"": ""The Superhighway to SOCIALISM""",POLIT
Sen. Ted Kennedy: Liberal Lion of the Senate and champion of #LGBT rights: http://bit.ly/11pSjx,POLIT
"@joygreenmcgann Communism the Idiealation of the community , Capitalism the idealalation of Capitalisng and Power",POLIT
RT @matttbastard: A socialist-feminist take on Dr Tiller's murder & what the #prochoice movement's next move should be http://bit.ly/1ELQC,POLIT
On Your Marx RT @kplo Communist consumer goods make comeback: http://su.pr/8sczfi,POLIT
Commies R here! RT @slowsnail30 Soon Slovenia will come back into very similar to Communist regime.,POLIT
RT @randomsubu: Hey Republicans+Conservatives: You gave the world George W Bush. So forgive me if I don't give a s*** about your opinion ...,POLIT
Let's fight to disband all public schools! That's socialism and we can't have it in this country!,POLIT
The Conservative Party | News | News | Spelman condemns stealth ... http://u.mavrev.com/uj14,POLIT
Socialism: A Hate Story http://bit.ly/q5B1S (excellent article on the respect we all should have for capitalism),POLIT
I hate the BNP with every drop of conservative blood in my body :D,POLIT
Important polling. http://bit.ly/svPqb This means a lot of self-identified conservatives and moderates are voting dem.,POLIT
reading as a collective act under the fundamental values and principles of revolutionary socialism http://tinyurl.com/nkp65g,POLIT
@_THEMUSE_ i mean it depends on the issue. its some things i'm liberal on and its some things i'm conservative on.,POLIT
Conservative Womens Calendar: For those who like their gals batshit crazy.http://su.pr/2NSI1e,POLIT
Communists!! RT @billcity I may just write my Critical Eng theory essay on a reflection of Socialism. It'd be more effective for my prof.,POLIT
"oh thats bunch of bull, leader of honduras was LEGALLY removed and no such violations took place. Why cant socialists of the world accept??",POLIT
@pierski individuals have equal chances and it's up to them to make it. That's what people don't get. They throw around socialism without,POLIT
At least there one progressive issue in our election process RT @TorontoStar: Elections Canada backs online voting http://bit.ly/S5bXh,POLIT
RT @huffingtonpost Reese Schonfeld: Cable News Ratings--Liberals Jump Ship http://bit.ly/PkuM2 l #glenn beck,POLIT
Southeastern Ohio Conservative Thoughts: Voinovich right on gambling: And I do believe he would raise taxes rath.. http://bit.ly/nQ51T,POLIT
RT @readCHARLIE Promote progressive culture in #chs: Tell someone new about CHARLIE today www.readcharlie.com,POLIT
"Where is the gay rights movement going, and should libertarians follow? http://bit.ly/14ES3N",POLIT
@RabidApe Because you didn't write the original line you sent. You cut and pasted it. I have MANY liberal friends. You couldn't be one #tcot,POLIT
RT @tonysharon04 @resistance09 Ive been infected w/PATRIOTIC FLU and I am SICK of ur socialist government reforms. STOP NOW! #teaparty #gop,POLIT
Cash for Clunkers may be good for auto insurers including GEICO and Progressive: http://bit.ly/tl8Ns,POLIT
#g20 dirty filthy capitalist hippies getting a good shower today i hear. i wonder if the greed and greenwashing will wash off...?,POLIT
the terms liberal and conservative are so divisive. Just more words to hide behind: http://bit.ly/Ey8AS,POLIT
"If conservatives had anything larger than a pea for a brain, they'd fact check the lie-filled emails they receive on HC reform. #iamthemob",POLIT
...the hell did I start watching lectures on polycentric legal systems? if you're interested in anarchist delights http://vimeo.com/7577646,POLIT
Feminism and the Economy http://bit.ly/JkBB4,POLIT
Blog Post: A Liberal's Hit List: Boise & Olsen to go After 'Yes on 8' Campaign http://ow.ly/15LB6z,POLIT
"Those ""freedom-loving"" conservatives also want to control what you read, watch and smoke. @setv",POLIT
How do win an argument with a conservative? You can't. They refuse to look at the evidence and make a rational decision.,POLIT
#inafreeworld people would stop trying to turn the USA into a socialist country bc they would care about personal responsibility,POLIT
Attention TV Talking Heads. Barack Obama and Bill Clinton are not liberals. The middle of the road is not the left!,POLIT
"New England Republican: Fat Cats: The running dogs ofÂ  rapacious, hyper-competitive capitalism might be chastene.. http://bit.ly/dQb0p",POLIT
Socialism is nationalization of industry - bailouts = nationalization and back door to single payer = nationalization @moecephus,POLIT
"I can understand how liberal Democrats feel about OBAMA forsaking their values, the same happened to conservative Republicans under BUSH.",POLIT
"CIA Interrogation investigation - Liberal healthcare distraction, attempt to revive anti-Bush anti-Republican rhetoric, and just plain dumb",POLIT
"Pt 1, Building Blocks of Socialism http://bit.ly/sE4Pj #tcot #libertarian #iamthemob #palin #sgp #grizzly #hhrs #tpp #tnmn #gop #fishy",POLIT
And the musical chairs approach to leadership is on display again in the Liberal Party. Who will be sitting when the music stops?,POLIT
"ben nelson feeling pressure, responds via ad. good work progressives http://bit.ly/1sTtIs",POLIT
"RT @WayneMarr SSRN Political Liberalism, Islamic Family Law and Family Law Pluralism: Lessons from New York on Family... http://bit.ly/e95ke",POLIT
"I don't want socialized medicine, and I don't want to live in a socialist country, screamed the woman on the .. http://bit.ly/xTf2Q",POLIT
"[French Government to Charge Tourists Who Need Rescuing] How long before this becomes an ""I Hate Socialism"" Thread? http://blogged.com/r/1us",POLIT
Libertarian freedom activist forcibly hospitalized and drugged http://bit.ly/y5rwg,POLIT
Show your support for the Party with a flag tattoo: Chinese blogger Fuck the World has a communist flag tattoo t.. http://bit.ly/Hvwa2,POLIT
"Woman who said ""We are not feminists"" at Ã‰cole Polytechnique in 1989 says today, ""Of course I was a feminist"" http://bit.ly/5gQmMC #fem2",POLIT
"Socialism tomorrow? RT @bullshtr Stupid in the new - Van Jones, White House Green Czar (Washington Times): http://bit.ly/prlgk",POLIT
Huckabee Revs Up Conservative Crowd - New York Times - http://tinyurl.com/yeb99kx,POLIT
Glad to hear that the Socialist bank bailout STARTED by George Bush and continued by Obama seems to have worked.,POLIT
The 8-point 'Goldman Socialist Manifesto' - FOXBusiness http://url4.eu/AqEX,POLIT
RT @glennbeck OLIGARH? Really? You are so predictable... don't miss the open. // He left out the 'C' for Communism.,POLIT
Pravda http://bit.ly/2t9Z4E America Moving from Kingdom of Cash to Socialism Slowly but Surely #tcot #congress #hc09,POLIT
"RT: @rodolfob: Data from the CIA Factbook. Comparing the ""BAD"" Communists:CUBA with the ""GOOD"" Capitalists: USA #Honduras",POLIT
"RT @Cynicor: Sometime MSNBC guest, pro assface Frank Gaffney: Obama is Muslim Am, communist, Hitler too. http://bit.ly/y0J7Z /WTF #p2 #tcot",POLIT
Alert!: Some people are planning for a revolution in the USA. STOP this Marxist and communist trends.,POLIT
The Constitutional Side Of The Health Care Reform Bill http://bit.ly/7HYZQZ #conservative #hcr #iamthemob #gop,POLIT
"Every once in a while, I can still be surprised. @yaronusa is an intelligent conservative who doesn't resort to insults to make a point.",POLIT
"RT @ExurbanJon Sen. Boxer's ""Dress for Redress"": A conservative's guide to proper protest attire http://tinyurl.com/mxarku #tcot #obamacare",POLIT
RT: @stone_circle: Conservatives Battle Obama's Cult of Learning http://bit.ly/1XhC9j,POLIT
"Teehee, I love the Socialist Party, and their pathetic attempts to get me to buy their ickle newspaper.",POLIT
Why can't we change this? RT@feminismtoday Women in academia (especially) can't have it all #feminism http://bit.ly/1530HQ,POLIT
Most unheard of RT @alea_ Socialist US senator proposes most capitalist bill http://bit.ly/1BOqhq,POLIT
@lizarddawg It's not advocating Socialism if your idea of single-payer is the patient paying 100% at time of service #PATMOS #HandsOff,POLIT
RT @tierneywigg http://tinyurl.com/klrona Thanks Daniel Hannan for making my choice of not voting @conservatives much easier! #welovetheNHS,POLIT
"@MyrnaTheMinx That's it, just keep on repeating the Communist Party Line.Yes, you know better than anyone else what is best for everybody!",POLIT
says B.S. to that. Conservatives only want to make untold profits from human misery and suffering. HEALTH CARE FOR ALL OF US! GO!,POLIT
@JoeNBC Just imagining a 'moderate' Republican trying to run in a district that is not solidly GOP w/a conservative also in the race.,POLIT
http://bit.ly/SNRed Europeans Seem to Realize that Socialism Isn't the Solution -- By: Veronique de Rugy,POLIT
I'm not a feminist or anything but Offshore Europe & the attitudes of pervy oil men old enough 2 b those girls dads doesn't half wind me up.,POLIT
Recommended @exposeliberals to @MrTweet '@exposeliberals great in exposing the liberals out there' http://bit.ly/VsoH5,POLIT
Progressive Conservatism: property-owning democracy http://tiny.cc/tV1r5,POLIT
"Hey fellow #conservatives, please follow my good friend @choppergt750 He's a vet and all around good guy. #tcot #military",POLIT
"I'm glad Glenn Beck disgusts and offends liberals on a very personal level. Liberals disgust me, they are ruining America #tcot #glennbeck",POLIT
thinks its funny to hear conservatives talk about complainers about complainers about Obama as on the path to dictatorship...,POLIT
Socialists should oppose copyrights & the commodification of knowledge & culture as an obstacle to progress & creativity http://is.gd/2IjkZ,POLIT
My fear is that these conservatives making this fuss about the speech are robbing their kids of the right to form their own opinions.,POLIT
"RT @SoccerSealUSA ""The Day I Met Sarah Palin...and the Liberal Media"" http://bit.ly/31Iv7N #tcot #ocra #sgp #goingrogue #spwbt #tycot",POLIT
RT @pwire: GOP congressman says he wants to hunt liberal Democrats... http://pwire.us/F2 #p2,POLIT
"RT @RockingtheRobin: RT @Racists should stop claiming to lead the Libertarian, Conservative, & Republican causes. They stand naked and ...",POLIT
@good4politics Would you call belief in a global communist conspiracy a philosophical prejudice?,POLIT
RT @PunditMom Progressives not focusing on fact that becoming a parent often makes people more political #nn09 #nnmomocrats,POLIT
http://bit.ly/dG5rI Tory flyer 'put patients at risk': A Conservative campaign leaflet contai.. http://bit.ly/juCyW,POLIT
RT @ConservativeInd: Save the baby seals... club a liberal...bumper sticker my little bro saw in Alaska.. LOL.. #tcot #ocra #p2 #teaparty,POLIT
http://is.gd/218sh Evidence that feminist societies are bound to fail.,POLIT
The Big Hate: The rise of right-wing extremism is being systematically fed by the conservative media and politic.. http://tinyurl.com/mqc98l,POLIT
@stopbeck mayB Lexus has found out that it is mostly the conservatives are the 1's who drive and can afford their sticker price?,POLIT
"I can't believe parents don't want their kids to hear Obama's speech about staying in school. No socialism or brainwashing, but staying ...",POLIT
I refuse to be a Socialist!! I had fun last night thanks Court! ... http://lnk.ms/3DZ1C,POLIT
"Itâ€™s called â€œcommunism,â€ folks. http://bit.ly/RedFL",POLIT
Who will be Liberal Leader on Tuesday evening? http://twtpoll.com/mqy0c2 #twtpoll #spill,POLIT
"report ComSymps RT @kimberlybryant @danieldelazion ""Communism doesn't work because people like to own stuff."" *",POLIT
"Lots of talks this week: one last night on Middle Eastern peace, one now on the fall of communism, and one tonight by Roxana Saberi!",POLIT
"Off to see the communists, then the nomads, the reformed...ish comunists and some of Europe too.",POLIT
"@markos I beleive he really did think so BUT, he totally underestimated the racial blowback (cloaked in ""socialism & fascism"") factor. #hcr",POLIT
"RT @jaketapper: ""an interesting look from @TheFix at Neb. Dem Sen. Ben Nelson's pushback to liberal group's attack Â» http://bit.ly/2fhCH""",POLIT
RT @crushtor: Whats the difference between sugar and the Liberal Party? The Libs can dissolve twice. #AUpolitics,POLIT
"She and Justin Timberlake hurt my society DEEPLY, that liberals do not understand this is an inditement on liberals. Oh for fuck's sake.",POLIT
McCarthy wuz right? RT @bcrumpton this car in front of me has a sticker that says socialism sucks. hahaha.,POLIT
"Millionaire Filmmaker Michael Moore: â€˜Capitalism Did Nothing For Meâ€™ I think He will hae a ""BIG ONE SOON!"" H1N1 #why Pepeng ...",POLIT
"RT@bitchmedia Lady Gaga: ""I'm not a feminist. I hail men, I love men."" http://bit.ly/4DB4T5 . @ladygaga FAIL",POLIT
I have a list! RT @Revelation1217 Is America going to become Socialist? No - the U.S. has already adopted socialism: http://bit.ly/F1VK7,POLIT
@jonrb I might be a yellow dog liberal democrat lol but I do believe in morals and standards. I feel that we have to live above,POLIT
"Where was Obama and the Socialists Democrats this week when the JOBLESS RATE increase by almost 8,000 new 'UNEMPLOYED'?",POLIT
Conservative Mobs? http://tinyurl.com/numuy3,POLIT
"RT @RonPaulcom: Ron Paul Responds to Michael Moore: Itâ€™s Corporatism, Not Capitalism http://bit.ly/xpbcF - Thank you Dr. Paul. Thank you.",POLIT
Love The PeoplesCube ! RT @douglasernstYLP: ThePeoplesCube--check it out. Funny conservative guys. http://thepeoplescube.com/,POLIT
RT @tahDeetz Liberal Mathematics 101 http://bit.ly/13Y2sB #accdf #beck #tcot #ac2c #hhrs #912 #sgp #tlot #gop #rush #teaparty,POLIT
"Strange activity,Twitter says account suspended because of strange activity.Hope being Liberal Democrat is not considered strange activity.",POLIT
RT @RobMcNealy: Granny gets arrested 4 buying cold medicine: http://kl.am/NoMethGranny -This is what the War On DrugsÂ® gets us! #Libertarian,POLIT
RT @feminismtoday: Should your blog have an hCard? #feminism http://bit.ly/7AE3SW,POLIT
"RT @chrislhayes-from @mattyglesias ""progressive politics at its best isnâ€™t about bigger government but about attacking privilege and power.""",POLIT
"rt @Sophiabiabia Who has higher expecatations and dissapoints more , #Obama or #blazers? -it's a tough Time now for liberal blazer fans",POLIT
RT @SenJohnMcCain: Joe Lieberman standing up for his principles on health care being viciously attacked by the liberal left.what a disgrace!,POLIT
"The Swill have voted to ban minarets (Prayer Towers) what's next, no more Christian public baptisms? I thought the Swiss were more liberal?",POLIT
Repost! YOUR OBAMA AT WORK OBAMAS GLOBAL TAX! Progressives Back Obama Push for Global Tax! http://short.to/t6os,POLIT
"RT @MelissaTweets Conservatives are way more good humored, even in defeat, than liberals are, even in victory.",POLIT
"Ooo, Michael Moore has a new movie. ""Capitalism: A Love Story""",POLIT
